time	nose_x	nose_y	r_shoulder_x	r_shoulder_y	l_shoulder_x	l_shooulder_t	cursor_x	cursor_y	block	repetition	target	trial	state	comeback	is_blind	at_home	count_mouse	score
0.9923909999997704	0.0	0.0	0.0	0.0	0.0	0.0	600.0	320.0	1	1	0	1	0	1	0	1	0	0
35.844154999998864	0.0	0.0	0.0	1.00288662437632	1	1	0	1	1	1	0	1	0	0
72.35582100000101	0.0	0.0	0.0	1.00288662437632	1	1	0	1	1	1	0	1	0	0
107.89075199999934	0.0	0.0	0.0	21.18319483546444	1	1	0	1	1	1	0	1	0	0
141.0024799999992	0.0	0.0	0.0	86.51489013404479	1	1	0	1	1	1	0	1	0	0
179.02565099999993	0.0	0.0	0.0	135.93789148531442	1	1	0	1	1	1	0	1	0	0
215.8897050000014	0.0	0.0	0.0	256.3173815730994	1	1	0	1	1	1	0	1	0	0
249.00582700000086	0.0	0.0	0.0	385.32085090057416	1	1	0	1	1	1	0	1	0	0
286.27557199999865	0.0	0.0	0.0	501.9167950786575	1	1	0	1	1	1	0	1	0	0
324.3433729999997	0.0	0.0	0.0	551.0448661900471	1	1	0	1	1	1	0	1	0	0
360.81668499999796	0.0	0.0	0.0	626.6777682216396	1	1	0	1	1	1	0	1	0	0
397.76540100000057	0.0	0.0	0.0	671.9334353583799	1	1	0	1	1	1	0	1	0	0
433.95358599999963	0.0	0.0	0.0	691.1927391517013	1	1	0	1	1	1	0	1	0	0
471.4924460000002	0.0	0.0	0.0	693.2909837751214	1	1	0	1	1	1	0	1	0	0
511.1622729999981	0.0	0.0	0.0	687.350867579775	1	1	0	1	1	1	0	1	0	0
550.4941919999983	0.0	0.0	0.0	681.1709891138069	1	1	0	1	1	1	0	1	0	0
584.6976020000002	0.0	0.0	0.0	666.3119373332278	1	1	0	1	1	1	0	1	0	0
617.9085869999981	0.0	0.0	0.0	658.8307817589078	1	1	0	1	1	1	0	1	0	0
654.8591589999996	0.4715046286582947	0.5542157888412476	1.8804124207056	645.7860015857789	1	1	0	1	1	1	0	1	0	0
697.274472000001	0.4715046286582947	0.5542157888412476	39.718490316495824	636.6226541881006	1	1	0	1	1	1	0	1	0	0
731.0692060000001	0.4715046286582947	0.5542157888412476	162.21541900133394	631.6541007261776	1	1	0	1	1	1	0	1	0	0
767.8401989999984	0.4715046286582947	0.5542157888412476	254.88354653496447	630.5627534946343	1	1	0	1	1	1	0	1	0	0
803.0384349999986	0.4571414887905121	0.5609564781188965	480.5950904495611	630.5106198443318	1	1	0	1	1	1	0	1	0	0
839.752497999998	0.4571414887905121	0.5609564781188965	602.252716274337	631.2532276725465	1	1	0	1	1	1	0	1	0	0
876.8966739999996	0.4571414887905121	0.5609564781188965	836.6439616505472	633.5695843127064	1	1	0	1	1	1	0	1	0	0
912.2778120000003	0.4571414887905121	0.5609564781188965	1033.2091241063367	636.2236007400157	1	1	0	1	1	1	0	1	0	0
948.929415999999	0.45575934648513794	0.5671384334564209	1111.4000230567276	637.461831753797	1	1	0	1	1	1	0	1	0	0
985.4864909999997	0.45575934648513794	0.5671384334564209	1224.238281918735	639.5064558718319	1	1	0	1	1	1	0	1	0	0
1023.3746099999989	0.45575934648513794	0.5671384334564209	1259.87519129696	640.2651190811193	1	1	0	1	1	1	0	1	0	0
1060.8215759999985	0.4646783769130707	0.5562613010406494	1295.986385909435	641.2413258593297	1	1	0	1	1	1	0	1	0	0
1104.1262580000002	0.4646783769130707	0.5562613010406494	1296.9155572270843	641.5892976492005	1	1	0	1	1	1	0	1	0	0
1142.2891889999992	0.46460503339767456	0.5668231248855591	1277.1956045883792	641.488606052237	1	1	0	1	1	1	0	1	0	0
